SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE,HAS_ACID_HALIDES,HAS_PYRADINONE,INCHI,INCHI_KEY,CID,VENDORS,Combi-Blocks_link,Sigma-Aldrich_link,TCI (Tokyo Chemical Industry)_link,Thermo Fisher Scientific_link,"VWR, Part of Avantor_link",Ambeed_link,Name,Etot (Eh),C6AA_DISPERSION,C8AA_DISPERSION,Molecular Polarizability,Dipole from Density,HOMO/LUMO Gap (eV),Repulsion Energy (Eh),Isotropic ES (Eh),AnisotropicES (Eh),AnisotropicXC (Eh),Dispersion Energy (Eh),HOMO Energy (Eh),LUMO Energy (Eh),NFOD,Molecular Dipole,HAS_5MEMBERED_HETEROCYCLE_OR_QUINOLINE
Cc1nn2ccccc2c1C(=O)O,1.34092,1,4,2,54.6,21,46.8883,True,False,False,False,176.175,False,False,False,"InChI=1S/C9H8N2O2/c1-6-8(9(12)13)7-4-2-3-5-11(7)10-6/h2-5H,1H3,(H,12,13)",BPDIACCVSJFNFN-UHFFFAOYSA-N,12872296,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?HB-5879,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/80537-08-2.html,BPDIACCVSJFNFN-UHFFFAOYSA-N,-37.35213765,5826.828189,140476.8455,119.323013,4.09,3.143634329,0.487256844,0.06186534,0.001603426,0.015563293,-0.020113884,-0.3869487,-0.2714222,0.1589,3.767,True
O=C(O)c1cc2ccccc2nc1O,1.6386,2,4,2,70.42,21,50.3671,True,False,False,False,189.17,False,False,False,"InChI=1S/C10H7NO3/c12-9-7(10(13)14)5-6-3-1-2-4-8(6)11-9/h1-5H,(H,11,12)(H,13,14)",XOQQVKDBGLYPGH-UHFFFAOYSA-N,332488,"['Ambeed', 'Combi-Blocks', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?OR-4930,https://www.sigmaaldrich.com/catalog/product/aldrich/cds016312?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/2003-79-4.html,XOQQVKDBGLYPGH-UHFFFAOYSA-N,-40.12693354,6386.349814,157399.934,125.81007,2.201,2.567431539,0.541763819,0.077232679,0.001386699,0.011524251,-0.021078151,-0.3889471,-0.2945957,0.2843,2.441,True
OCc1c(Cl)ccc2cccnc12,2.3805,1,2,2,33.12,21,52.6758,True,False,False,False,193.633,False,False,False,"InChI=1S/C10H8ClNO/c11-9-4-3-7-2-1-5-12-10(7)8(9)6-13/h1-5,13H,6H2",GAXWGAXWVVGHHI-UHFFFAOYSA-N,21271234,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?JD-2508,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/84163-80-4.html,GAXWGAXWVVGHHI-UHFFFAOYSA-N,-37.03237476,6943.331899,184632.4238,131.757807,4.847,2.516046211,0.522086668,0.033968464,0.000921653,0.016450393,-0.022606122,-0.3857948,-0.2933318,0.3063,4.367,True
CC(C)(C)c1nc2cnccc2o1,2.5203,0,3,0,38.92,25,50.504,True,False,False,False,176.219,False,False,False,"InChI=1S/C10H12N2O/c1-10(2,3)9-12-7-6-11-5-4-8(7)13-9/h4-6H,1-3H3",UCSGJYWVCRIWKF-UHFFFAOYSA-N,24827464,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QB-4182,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/873914-35-3.html,UCSGJYWVCRIWKF-UHFFFAOYSA-N,-37.47378719,6776.996388,157742.0633,126.811014,2.826,3.107794064,0.511632319,0.030474744,0.006107774,0.022624786,-0.022450385,-0.3770698,-0.2628605,0.1433,3.355,True
CC(=O)Cn1ncc2cccnc21,1.0203,0,4,3,47.78,22,48.209,True,False,False,False,175.191,False,False,False,"InChI=1S/C9H9N3O/c1-7(13)6-12-9-8(5-11-12)3-2-4-10-9/h2-5H,6H2,1H3",LBFVTGSPNKRVPK-UHFFFAOYSA-N,57642790,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QK-1443,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1936047-52-7.html,LBFVTGSPNKRVPK-UHFFFAOYSA-N,-36.68748756,6130.284871,145704.335,121.898988,2.594,2.951143007,0.507783781,0.040828061,0.003095597,0.025210403,-0.020342396,-0.3775752,-0.2691227,0.2226,2.75,True
COc1cc(C)nc2c(N)cccc12,2.13402,1,3,4,48.14,26,57.4444,True,False,False,False,188.23,False,False,False,"InChI=1S/C11H12N2O/c1-7-6-10(14-2)8-4-3-5-9(12)11(8)13-7/h3-6H,12H2,1-2H3",INWGXAJFODVCSB-UHFFFAOYSA-N,21820354,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/91350-35-5.html,INWGXAJFODVCSB-UHFFFAOYSA-N,-39.59950448,7948.257751,189000.6298,140.26446,1.589,2.721962131,0.608924355,0.033145964,0.008320041,0.019796692,-0.024955872,-0.3442674,-0.2442371,0.2255,1.761,True
Cc1ccc2ccnc(Cl)c2c1,3.19662,0,1,1,12.89,20,51.49,True,False,False,False,177.634,False,False,False,"InChI=1S/C10H8ClN/c1-7-2-3-8-4-5-12-10(11)9(8)6-7/h2-6H,1H3",FBQJSTRRHBTMMQ-UHFFFAOYSA-N,22250186,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?ST-0428,https://www.sigmaaldrich.com/catalog/product/aldrich/ph009950,NONE,NONE,NONE,https://www.ambeed.com/products/24188-80-5.html,FBQJSTRRHBTMMQ-UHFFFAOYSA-N,-32.97573188,6364.806421,170761.9579,127.038317,3.411,2.81120503,0.516572965,0.012641099,0.001680806,0.01949491,-0.020904024,-0.3840147,-0.2807048,0.2273,3.767,True
NCCc1nc(-c2cccnc2)no1,0.6328,1,5,4,77.83,24,50.2874,True,False,False,False,190.206,False,False,False,"InChI=1S/C9H10N4O/c10-4-3-8-12-9(13-14-8)7-2-1-5-11-6-7/h1-2,5-6H,3-4,10H2",ZSIMAHFYFVMXDZ-UHFFFAOYSA-N,23008136,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/915924-57-1.html,ZSIMAHFYFVMXDZ-UHFFFAOYSA-N,-40.0878093,7131.794155,167234.9163,131.164543,4.281,2.670049347,0.52032734,0.040678557,0.006275844,0.033494193,-0.021106159,-0.3715871,-0.2734646,0.2635,5.179,True
CNCc1ccnc2ccccc12,1.9542,1,2,3,24.92,25,54.5067,True,False,False,False,172.231,False,False,False,"InChI=1S/C11H12N2/c1-12-8-9-6-7-13-11-5-3-2-4-10(9)11/h2-7,12H,8H2,1H3",WGGQONRIUNAXSX-UHFFFAOYSA-N,8036011,"['Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?JL-5037,https://www.sigmaaldrich.com/catalog/product/aldrich/cds019684?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,WGGQONRIUNAXSX-UHFFFAOYSA-N,-35.50425659,7354.839791,175393.6998,135.835148,2.486,2.517501309,0.5972197,0.015425367,0.007029306,0.027573596,-0.023844911,-0.3606335,-0.268117,0.2997,3.411,True
NCc1ccc2ccccc2n1,1.6935,1,2,2,38.91,22,49.6344,True,False,False,False,158.204,False,False,False,"InChI=1S/C10H10N2/c11-7-9-6-5-8-3-1-2-4-10(8)12-9/h1-6H,7,11H2",HGHPGHVNTQSTNM-UHFFFAOYSA-N,3014378,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?SS-9280,https://www.sigmaaldrich.com/catalog/product/aldrich/cds021870?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/5760-20-3.html,HGHPGHVNTQSTNM-UHFFFAOYSA-N,-32.33949105,6036.962201,146190.9876,123.794756,2.44,2.426581587,0.556848908,0.018760596,0.006119753,0.02490256,-0.020694456,-0.3610508,-0.2718756,0.2979,2.241,True
Cc1cc(C#N)nc2ccccc12,2.4149,0,2,1,36.68,21,51.195,True,False,False,False,168.199,False,False,False,"InChI=1S/C11H8N2/c1-8-6-9(7-12)13-11-5-3-2-4-10(8)11/h2-6H,1H3",MLZSCKRIEGYCKD-UHFFFAOYSA-N,597787,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?HA-7813,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/10590-69-9.html,MLZSCKRIEGYCKD-UHFFFAOYSA-N,-33.43933554,6409.029668,160235.2319,127.531237,5.284,2.333572729,0.639027494,0.015898537,0.004234245,0.035574237,-0.021186972,-0.3841717,-0.2984145,0.3294,6.096,True
Cc1cc2cccnc2cc1C,2.85164,0,1,2,12.89,23,51.217,True,False,False,False,157.216,False,False,False,"InChI=1S/C11H11N/c1-8-6-10-4-3-5-12-11(10)7-9(8)2/h3-7H,1-2H3",UJSRVVQKNSYGKS-UHFFFAOYSA-N,88644,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/20668-33-1.html,UJSRVVQKNSYGKS-UHFFFAOYSA-N,-32.09206245,6315.090827,153058.857,126.287596,1.809,2.548185825,0.582678549,0.009827319,0.005297066,0.022343807,-0.021699496,-0.3607878,-0.2671437,0.2508,2.292,True
Cc1cn(-c2ncccc2F)nc1N,1.29702,1,4,3,56.73,23,50.4664,True,False,False,False,192.197,False,False,False,"InChI=1S/C9H9FN4/c1-6-5-14(13-8(6)11)9-7(10)3-2-4-12-9/h2-5H,1H3,(H2,11,13)",PBTLTYKYQQZONE-UHFFFAOYSA-N,64041331,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1339509-05-5.html,PBTLTYKYQQZONE-UHFFFAOYSA-N,-40.28547226,6829.343639,161786.4218,129.15093,1.481,2.787149329,0.526113955,0.037045155,0.005512047,0.022233297,-0.021328383,-0.3617156,-0.2592898,0.2335,1.995,True
COCc1ccc(O)c2ncccc12,2.0868,1,3,4,42.35,25,54.1208,True,False,False,False,189.214,False,False,False,"InChI=1S/C11H11NO2/c1-14-7-8-4-5-10(13)11-9(8)3-2-6-12-11/h2-6,13H,7H2,1H3",YNADRYIGLPRUCC-UHFFFAOYSA-N,690129,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QZ-5556,NONE,NONE,NONE,NONE,NONE,YNADRYIGLPRUCC-UHFFFAOYSA-N,-40.20583674,7543.370415,179967.5461,136.223234,1.771,2.553522797,0.578286675,0.042299897,0.007182012,0.01563782,-0.02400762,-0.3622998,-0.2684596,0.277,2.694,True
COc1cc(O)nc2ccccc12,1.949,1,3,3,42.35,22,49.9598,True,False,False,False,175.187,False,False,False,"InChI=1S/C10H9NO2/c1-13-9-6-10(12)11-8-5-3-2-4-7(8)9/h2-6H,1H3,(H,11,12)",LJYFMHAOCYPGMX-UHFFFAOYSA-N,600167,"['Combi-Blocks', 'Combi-Blocks', 'Ambeed', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?JL-7053,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/27667-34-1.html,LJYFMHAOCYPGMX-UHFFFAOYSA-N,-37.06296965,6224.707902,150504.6876,124.337966,4.298,2.913251801,0.544285629,0.043497435,0.005974929,0.014022599,-0.021104065,-0.3680589,-0.2609989,0.1877,4.579,True
Cc1cnc2c(N)cccc2c1,2.12542,1,2,2,38.91,22,50.8924,True,False,False,False,158.204,False,False,False,"InChI=1S/C10H10N2/c1-7-5-8-3-2-4-9(11)10(8)12-6-7/h2-6H,11H2,1H3",YLAVIVCVGRVZQH-UHFFFAOYSA-N,15783794,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?JQ-7417,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/3393-71-3.html,YLAVIVCVGRVZQH-UHFFFAOYSA-N,-32.36254145,6042.356686,146330.9394,123.8201,0.764,2.554980457,0.564668833,0.017274509,0.006995703,0.021825587,-0.020828,-0.350442,-0.2565482,0.2708,0.744,True
CCOC(=O)c1cnn2ccccc12,1.511,0,4,3,43.6,24,51.1485,True,False,False,False,190.202,False,False,False,"InChI=1S/C10H10N2O2/c1-2-14-10(13)8-7-11-12-6-4-3-5-9(8)12/h3-7H,2H2,1H3",IDHMFSBXNNIWCT-UHFFFAOYSA-N,2795464,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?SS-5553,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/16205-44-0.html,IDHMFSBXNNIWCT-UHFFFAOYSA-N,-40.50599044,7114.798,168765.0673,131.359948,5.027,3.160279,0.531275264,0.055920134,0.001830548,0.018164602,-0.022197919,-0.3901796,-0.2740415,0.1571,4.771,True
CNc1ccc2cccc(O)c2n1,1.9821,2,3,3,45.15,23,52.9545,True,False,False,False,174.203,False,False,False,"InChI=1S/C10H10N2O/c1-11-9-6-5-7-3-2-4-8(13)10(7)12-9/h2-6,13H,1H3,(H,11,12)",XBYZXLIEDQJISL-UHFFFAOYSA-N,1380876,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HE-0319,NONE,NONE,NONE,NONE,NONE,XBYZXLIEDQJISL-UHFFFAOYSA-N,-36.44103223,6614.736373,159136.476,128.58093,4.031,2.754622389,0.569353263,0.036851032,0.004777909,0.018619657,-0.021993291,-0.3567426,-0.255512,0.2235,4.081,True
CN1CCCC1c1ccc(Cl)nc1,2.5017,0,2,2,16.13,26,53.852,True,False,False,False,196.681,False,False,False,"InChI=1S/C10H13ClN2/c1-13-6-2-3-9(13)8-4-5-10(11)12-7-8/h4-5,7,9H,2-3,6H2,1H3",SVVOLGNZRGLPIU-UHFFFAOYSA-N,10262111,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/ph007697,NONE,NONE,NONE,NONE,SVVOLGNZRGLPIU-UHFFFAOYSA-N,-38.44842911,8035.992167,200404.7929,138.01468,4.095,2.989022436,0.498416624,0.017655949,0.004375899,0.025569242,-0.025884334,-0.3662298,-0.2563852,0.187,5.032,True
Cc1cccc2c(Cl)nccc12,3.19662,0,1,1,12.89,20,51.49,True,False,False,False,177.634,False,False,False,"InChI=1S/C10H8ClN/c1-7-3-2-4-9-8(7)5-6-12-10(9)11/h2-6H,1H3",DPAPEFZCOKWLDM-UHFFFAOYSA-N,640957,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QN-3313,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/24188-79-2.html,DPAPEFZCOKWLDM-UHFFFAOYSA-N,-32.97424267,6365.216215,170763.5228,127.043266,3.45,2.822212496,0.531127155,0.012650384,0.001692966,0.019580538,-0.021444927,-0.3844343,-0.2807199,0.2285,3.919,True
OCc1csc(-c2ccncc2)n1,1.6974,1,4,3,46.01,21,51.2678,True,False,False,False,192.243,False,False,False,"InChI=1S/C9H8N2OS/c12-5-8-6-13-9(11-8)7-1-3-10-4-2-7/h1-4,6,12H,5H2",HTBKSSGNHZFUDD-UHFFFAOYSA-N,39238577,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1176618-90-8.html,HTBKSSGNHZFUDD-UHFFFAOYSA-N,-36.49457991,7150.788842,194660.4229,134.639634,0.989,2.32675277,0.557306743,0.03745353,0.001897482,0.019856089,-0.020841412,-0.382684,-0.2971775,0.3483,0.499,True
Nc1ccc(NC2CC2)c2ncccc12,2.3913,2,3,3,50.94,28,62.8001,True,False,False,False,199.257,False,False,False,"InChI=1S/C12H13N3/c13-10-5-6-11(15-8-3-4-8)12-9(10)2-1-7-14-12/h1-2,5-8,15H,3-4,13H2",HWDYMOWGUBQREJ-UHFFFAOYSA-N,43450095,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?AN-3792,NONE,NONE,NONE,NONE,NONE,HWDYMOWGUBQREJ-UHFFFAOYSA-N,-41.07528801,9263.574474,221079.2193,151.173607,2.008,2.096985602,0.653896513,0.023350284,0.00865334,0.02672666,-0.027590259,-0.3257493,-0.2486865,0.3858,1.655,True
Cc1cc(C)n(-c2ncccc2C#N)n1,1.75582,0,4,3,54.5,25,55.548,True,False,False,False,198.229,False,False,False,"InChI=1S/C11H10N4/c1-8-6-9(2)15(14-8)11-10(7-12)4-3-5-13-11/h3-6H,1-2H3",HKEOEBRECSAQNE-UHFFFAOYSA-N,24698863,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QY-1391,NONE,NONE,NONE,NONE,NONE,HKEOEBRECSAQNE-UHFFFAOYSA-N,-40.31579607,8405.544371,203328.7833,143.896796,4.31,2.916476718,0.657522651,0.026378236,0.006649758,0.041807173,-0.025334795,-0.3883524,-0.2811739,0.2753,4.319,True
COc1ccc(Cl)c2ncccc12,2.8968,0,2,2,22.12,21,53.305,True,False,False,False,193.633,False,False,False,"InChI=1S/C10H8ClNO/c1-13-9-5-4-8(11)10-7(9)3-2-6-12-10/h2-6H,1H3",GXXWYYCSTRMDCM-UHFFFAOYSA-N,22168988,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?OT-6111,NONE,NONE,NONE,NONE,NONE,GXXWYYCSTRMDCM-UHFFFAOYSA-N,-37.03382316,6965.305211,184479.1432,132.025559,3.801,2.597641024,0.518338592,0.02364328,0.001675972,0.016410052,-0.022113103,-0.3734879,-0.2780263,0.2898,4.425,True
Cn1cc(-c2ccc(N)nc2)cn1,1.0643,1,4,3,56.73,23,50.8514,True,False,False,False,174.207,False,False,False,"InChI=1S/C9H10N4/c1-13-6-8(5-12-13)7-2-3-9(10)11-4-7/h2-6H,1H3,(H2,10,11)",ILZTVYIGJUKEBA-UHFFFAOYSA-N,57512884,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?JQ-7243,NONE,NONE,NONE,NONE,NONE,ILZTVYIGJUKEBA-UHFFFAOYSA-N,-36.05882904,6656.694489,157810.8547,128.712869,1.799,3.435308958,0.538313083,0.026771171,0.007412308,0.028290366,-0.020994916,-0.3545683,-0.228323,0.15,1.703,True
Cc1cnc2[nH]nc(C)c2c1,1.57474,1,2,2,41.57,20,43.3627,True,False,False,False,147.181,False,False,False,"InChI=1S/C8H9N3/c1-5-3-7-6(2)10-11-8(7)9-4-5/h3-4H,1-2H3,(H,9,10,11)",ARVGQRZSKYBXDK-UHFFFAOYSA-N,59424411,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?JN-0048,NONE,NONE,NONE,NONE,NONE,ARVGQRZSKYBXDK-UHFFFAOYSA-N,-30.49491683,4800.571414,113495.6686,108.350601,1.745,2.962786165,0.458807938,0.018750519,0.004456324,0.02438206,-0.01766316,-0.3720486,-0.2631682,0.1764,1.972,True
Nc1ccc2ccnc(O)c2c1,1.5226,2,3,2,59.14,20,47.8202,True,False,False,False,160.176,False,False,False,"InChI=1S/C9H8N2O/c10-7-2-1-6-3-4-11-9(12)8(6)5-7/h1-5H,10H2,(H,11,12)",YLYZPUIUNDCIRG-UHFFFAOYSA-N,15541816,"['Combi-Blocks', 'Sigma-Aldrich', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QC-6685,https://www.sigmaaldrich.com/catalog/product/aldrich/cds024382?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/174302-46-6.html,YLYZPUIUNDCIRG-UHFFFAOYSA-N,-33.26276567,5397.323531,131650.5092,116.869729,5.983,2.750278662,0.53037341,0.037646495,0.008949002,0.016205861,-0.019429703,-0.3578516,-0.2567808,0.2445,6.183,True
COc1ccc2cc(C)ncc2c1,2.55182,0,2,3,22.12,24,53.032,True,False,False,False,173.215,False,False,False,"InChI=1S/C11H11NO/c1-8-5-9-3-4-11(13-2)6-10(9)7-12-8/h3-7H,1-2H3",UIBRIYQVQCXESP-UHFFFAOYSA-N,269729,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/40134-07-4.html,UIBRIYQVQCXESP-UHFFFAOYSA-N,-36.15483852,6909.438481,166036.7138,131.225056,2.831,2.583185216,0.578960216,0.023012116,0.005268858,0.019299388,-0.022230238,-0.3622756,-0.2673453,0.266,3.149,True
COc1cc(Cl)c2ccccc2n1,2.8968,0,2,2,22.12,21,53.305,True,False,False,False,193.633,False,False,False,"InChI=1S/C10H8ClNO/c1-13-10-6-8(11)7-4-2-3-5-9(7)12-10/h2-6H,1H3",NRHZVBQTBUCSQH-UHFFFAOYSA-N,10965377,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?HG-7509,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/4295-05-0.html,NRHZVBQTBUCSQH-UHFFFAOYSA-N,-37.04858377,6956.442586,184431.0561,131.916971,1.17,2.88900077,0.516089404,0.026810287,-0.000932873,0.01659402,-0.021734819,-0.3847734,-0.2786046,0.2094,1.445,True
N#CCc1nccc2ccccc12,2.30088,0,2,1,36.68,21,51.06,True,False,False,False,168.199,False,False,False,"InChI=1S/C11H8N2/c12-7-5-11-10-4-2-1-3-9(10)6-8-13-11/h1-4,6,8H,5H2",PPNHQDSOMMJMTG-UHFFFAOYSA-N,22904103,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/27295-99-4.html,PPNHQDSOMMJMTG-UHFFFAOYSA-N,-33.43661207,6406.377617,160221.7815,127.503345,4.0,2.687333072,0.614308285,0.016978306,0.004881418,0.036058106,-0.021324118,-0.3814961,-0.2827385,0.2324,3.838,True
Nc1ccn(-c2ccncc2)n1,0.8495,1,4,2,56.73,20,45.7714,True,False,False,False,160.18,False,False,False,"InChI=1S/C8H8N4/c9-8-3-6-12(11-8)7-1-4-10-5-2-7/h1-6H,(H2,9,11)",MLFSNFJRILWAGF-UHFFFAOYSA-N,54078236,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1250155-26-0.html,MLFSNFJRILWAGF-UHFFFAOYSA-N,-32.88827752,5446.505622,130453.6395,117.135024,3.488,2.991356822,0.482046082,0.025374787,0.006350991,0.026872468,-0.018080244,-0.3668709,-0.2569405,0.2065,4.022,True
Cc1nc2[nH]ccc2cc1[N+](=O)[O-],1.77952,1,3,2,71.82,20,47.4851,True,False,False,False,177.163,False,False,False,"InChI=1S/C8H7N3O2/c1-5-7(11(12)13)4-6-2-3-9-8(6)10-5/h2-4H,1H3,(H,9,10)",DLYUJKUXLFSSDQ-UHFFFAOYSA-N,24729546,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1000340-19-1.html,DLYUJKUXLFSSDQ-UHFFFAOYSA-N,-37.53210027,5498.956299,131645.2185,115.175843,6.463,2.501212164,0.477418262,0.065563803,0.005036879,0.010577593,-0.019151751,-0.3993967,-0.3074789,0.3354,7.81,True
Nc1cnn(-c2ncccc2Cl)c1,1.5029,1,4,2,56.73,20,50.7814,True,False,False,False,194.625,False,False,False,"InChI=1S/C8H7ClN4/c9-7-2-1-3-11-8(7)13-5-6(10)4-12-13/h1-5H,10H2",UUSZTIOBQTWOKZ-UHFFFAOYSA-N,61175251,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1250279-32-3.html,UUSZTIOBQTWOKZ-UHFFFAOYSA-N,-36.93327731,6707.440867,175650.2485,129.444383,2.482,2.722439804,0.480927962,0.025755495,0.002736936,0.024895614,-0.02075756,-0.3639523,-0.2639044,0.2628,2.779,True
O=[N+]([O-])c1ccc(N2CCCC2)nc1,1.59,0,4,2,59.27,25,52.3384,True,False,False,False,193.206,False,False,False,"InChI=1S/C9H11N3O2/c13-12(14)8-3-4-9(10-7-8)11-5-1-2-6-11/h3-4,7H,1-2,5-6H2",URFBPCUSVFCNSQ-UHFFFAOYSA-N,316823,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?LD-0949,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/26820-63-3.html,URFBPCUSVFCNSQ-UHFFFAOYSA-N,-41.72393403,7038.087341,162060.1653,127.723531,7.904,2.473191898,0.47536349,0.068990315,0.004505466,0.013612263,-0.022082195,-0.3896163,-0.2987282,0.3384,10.683,True
Cc1cccnc1-c1ccn[nH]1,1.78012,1,2,2,41.57,21,46.5557,True,False,False,False,159.192,False,False,False,"InChI=1S/C9H9N3/c1-7-3-2-5-10-9(7)8-4-6-11-12-8/h2-6H,1H3,(H,11,12)",YBHRKGLATYQBHF-UHFFFAOYSA-N,53631371,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QY-1411,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1928833-98-0.html,YBHRKGLATYQBHF-UHFFFAOYSA-N,-32.61627093,5696.723871,136807.9502,119.508333,3.316,3.026855214,0.523537504,0.016384901,0.003248894,0.027166439,-0.019597418,-0.3746578,-0.2634229,0.1889,3.268,True
Cc1cccn2ncc(C(=O)O)c12,1.34092,1,4,2,54.6,21,46.8883,True,False,False,False,176.175,False,False,False,"InChI=1S/C9H8N2O2/c1-6-3-2-4-11-8(6)7(5-10-11)9(12)13/h2-5H,1H3,(H,12,13)",FINDGXZZNHWULW-UHFFFAOYSA-N,21736469,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QP-4057,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/143803-93-4.html,FINDGXZZNHWULW-UHFFFAOYSA-N,-37.34873725,5830.775431,140522.8522,119.375381,2.265,3.134915316,0.509663167,0.060016027,0.001535809,0.015608254,-0.020740688,-0.3845866,-0.2693806,0.1523,2.182,True
COc1nc2[nH]ccc2cc1[N+](=O)[O-],1.4797,1,4,3,81.05,21,49.3001,True,False,False,False,193.162,False,False,False,"InChI=1S/C8H7N3O3/c1-14-8-6(11(12)13)4-5-2-3-9-7(5)10-8/h2-4H,1H3,(H,9,10)",BJTMAZBBFMOCIT-UHFFFAOYSA-N,74891244,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QM-5978,NONE,NONE,NONE,NONE,NONE,BJTMAZBBFMOCIT-UHFFFAOYSA-N,-41.59943315,6081.364839,144054.2644,120.37479,7.637,2.601641577,0.460695164,0.078448098,0.004357712,0.007056788,-0.019971055,-0.4007715,-0.3051629,0.3115,8.955,True
Nc1cc(C(=O)O)cc2cccnc12,1.5152,2,4,2,76.21,22,53.1147,True,False,False,False,188.186,False,False,False,"InChI=1S/C10H8N2O2/c11-8-5-7(10(13)14)4-6-2-1-3-12-9(6)8/h1-5H,11H2,(H,13,14)",PDTKGGPTKPEZDX-UHFFFAOYSA-N,50989663,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1308648-63-6.html,PDTKGGPTKPEZDX-UHFFFAOYSA-N,-39.48728784,6779.359092,165930.9606,130.126246,2.504,2.307094605,0.564232234,0.064826009,0.001667609,0.016419826,-0.022015332,-0.3666497,-0.2818655,0.3784,2.422,True
